KEY,English,Deutsch,Français,Italiano,Spanish,Portuguese (Euro),Portuguese (Brazil),Polish,Russian,Japanese,Chinese (simplified),Chinese (traditional),Korean,Turkish,Greek,Dutch,Vietnamese
dialogue_WxmWGOS,"@q0 @d0 Кажется, что для не-людей является тенденцией покупать нашу одежду, но, к сожалению, есть только один источник, из которого можно загореть хорошую кожу в качестве основного материала: кожа ночных хищников, которые патрулируют вокруг большой башни и окружающих ее руин ночью. Будь осторожна. Эти звери такие же жесткие, как и их шкуры. Принесите мне скины раптора </color> (x5), чтобы мы могли начать работать снова.",,,,,,,,,,,,,,,,
dialogue_upKSGGW,@q0 @d0 Какое задание приводит вас сюда? Давай послушаем.,,,,,,,,,,,,,,,,
dialogue_0aCi4Ce,<color=#ffffff> Полный поиск: </color> Принеси урожай,,,,,,,,,,,,,,,,
dialogue_40WkmMu,<color=#ffffff> Полный поиск: </color> Сезонные приготовления,,,,,,,,,,,,,,,,
dialogue_4ii3Oq8,<color=#ffffff> Полный поиск: </color> Фестиваль Свет,,,,,,,,,,,,,,,,
dialogue_egqadqS,<color=#ffffff> Полный поиск: </color> Запасные части Scavenging,,,,,,,,,,,,,,,,
dialogue_iia80WO,<color=#ffffff> Полный поиск: </color> Модный тренд,,,,,,,,,,,,,,,,
dialogue_SFSSCeq,"Прости, друг. Похоже, ты более чем занят своим текущим заданием. <br><br>Заканчивайте, и тогда я обязательно что-нибудь для вас сделаю!<br><br> Увидимся позже!",,,,,,,,,,,,,,,,
dialogue_aKijq64,Проверьте открытые <color=#ffffff> назначения</color>.,,,,,,,,,,,,,,,,
dialogue_WEWkYKB,<color=#00e1ff>Принесите урожай</color>,,,,,,,,,,,,,,,,
dialogue_OSwKCKO,<color=#00e1ff>Сезонные препараты</color>,,,,,,,,,,,,,,,,
dialogue_uSmncua,<color=#00e1ff>Фестивальное освещение</color>,,,,,,,,,,,,,,,,
dialogue_4e0uCjO,<color=#00e1ff>Spare Parts Scavenging</color>,,,,,,,,,,,,,,,,
dialogue_80SNS5u,<color=#00e1ff> Модный тренд</color>,,,,,,,,,,,,,,,,
dialogue_Kq0MWuK,Вернуться к обзору,,,,,,,,,,,,,,,,
dialogue_auqK9ai,@p0 @d0 Очень красиво! Продолжайте хорошую работу!,,,,,,,,,,,,,,,,
dialogue_eVuMWSO,Закрыть,,,,,,,,,,,,,,,,
dialogue_OmeKmaG,<color=#ffffff> Назад к диалогу</color>,,,,,,,,,,,,,,,,
dialogue_UqmCKKW,Вернуться к обзору (архив),,,,,,,,,,,,,,,,
dialogue_8080Sa8,"@q0 Привет, друг! Что привело тебя на мою скромную ферму?",,,,,,,,,,,,,,,,
dialogue_ea8G0WG,"@q0 @d0 Привет, сынок! Отличный день для приятной работы на ферме, не так ли?",,,,,,,,,,,,,,,,
dialogue_48a8K0S,<color=#ffffff> Полный поиск: </color> Транспорт боеприпасов,,,,,,,,,,,,,,,,
dialogue_S0a4WeF,<color=#ffffff> Полный поиск: </color> Ловец бабочек,,,,,,,,,,,,,,,,
dialogue_aqmuCm0,<color=#ffffff> Полный поиск: </color> Дайвинг веселье,,,,,,,,,,,,,,,,
dialogue_ma0ueiu,<color=#ffffff> Полный поиск: </color> Дикие зерна,,,,,,,,,,,,,,,,
dialogue_KOSSe40,<color=#ffffff> Полный поиск: </color> Суперудобрение,,,,,,,,,,,,,,,,
dialogue_Ge5Z8mO,"@q0 @d0 В следующем сезоне мы должны начать улучшать компост и удобрения. Сцепления <color=#ffffff>telluropods</color> в <color=#ffffff>swamps</color> и <color=#ffffff>marshes</color> сделают идеальной примесь для этого. Единственная проблема в том, что теллуруподы всегда носят с собой свои сцепления и не сдаются добровольно. Пойдешь на болота и принесешь нам немного сцеплений теллуроподов </color> (x5)?",,,,,,,,,,,,,,,,
dialogue_0ejYSO4,"@q0 @d0 В течение многих поколений мы выращивали зерно здесь и на других фермах и полях. К сожалению, наше семя ухудшается из-за постоянного растяжения. Нам очень нужны свежие образцы дикой формы. К сожалению, они доступны только в <color=#ffffff>водные и пляжные зоны</color> из <color=#ffffff> болотные зоны</color> - охраняемые опасными <color=#ffffff>tellurpods</color>. Поможете ли вы нам найти образцы семян дикого зерна </color> (x4)?",,,,,,,,,,,,,,,,
dialogue_WSiaicO,"@q0 @d0 Это может показаться немного странным, но нам срочно нужны рыбные кишки - или, скорее, определенный паразит, который заражает местных рыбных отмелей в глубоких водах. Сам паразит безвреден, но если его забродить и обработать, получится эффективный яд, который мы используем для бесшумной охоты на стрелы. n\n Можете ли вы дать нам немного этого <color=#ffffff>fish parasite</color> (x3)? n\n Если вы согласитесь, я также предоставлю вам подходящий <color=#fbff00> для этой цели. Обратите внимание, что нельзя держать оружие и плавать одновременно!",,,,,,,,,,,,,,,,
dialogue_qiq4Sgn,"Работа на фермах и плантациях сопряжена со многими рисками. От солнечных ожогов до глубоких порезов. При определенных обстоятельствах бабочки в лесах выделяют сладкий секрет, который мы используем в качестве основного ингредиента для многих лекарств. К сожалению, вы должны <color=#ffffff>kill</color> эти милые маленькие существа для этого. Собираете ли вы для нас секрецию <color=#ffffff>butterfly</color> (x2)?",,,,,,,,,,,,,,,,
dialogue_aWiaK8q,"@q0 @d0Я рад, что ты здесь. У нас почти закончились боеприпасы для нашего оружия, чтобы уберечь нас от этих досадных хищников. Кто-то должен вернуться к одной из ферм и получить новые боеприпасы для наших арбалетов со склада. Сейчас я никого не могу послать - можешь взять на себя это задание? n\n В этом случае, пожалуйста, <color=#ffffff>speak to the foreman</color> and bring the <color=#ffffff>crossbow ammo</color> (x1) to me or one of other plantations.",,,,,,,,,,,,,,,,
dialogue_mGSiPaS,@p0 @d0 Очень красиво! Продолжайте хорошую работу!,,,,,,,,,,,,,,,,
dialogue_iG08W4u,@p0 @d0 Очень красиво! Продолжайте хорошую работу!,,,,,,,,,,,,,,,,
dialogue_qmKOe3G,@p0 @d0 Очень красиво! Продолжайте хорошую работу!,,,,,,,,,,,,,,,,
dialogue_GaiOQ8O,@p0 @d0 Очень красиво! Продолжайте хорошую работу!,,,,,,,,,,,,,,,,
dialogue_miMWSiK,@p0 @d0 Очень красиво! Продолжайте хорошую работу!,,,,,,,,,,,,,,,,
dialogue_OOaiue8,Награды. <i>(+ REPUTATION Talon Faction)</i>,,,,,,,,,,,,,,,,
dialogue_0eC88Wm,<color=#00e1ff>Ammo Transport</color>,,,,,,,,,,,,,,,,
dialogue_Oaf08mK,<color=#00e1ff>Butterfly Catcher</color>,,,,,,,,,,,,,,,,
dialogue_medCKum,<color=#00e1ff>Развлечение</color>,,,,,,,,,,,,,,,,
dialogue_emS4SeS,<color=#00e1ff>Суперудобрение</color>,,,,,,,,,,,,,,,,
dialogue_4K8RK0q,Плантационный мастер,,,,,,,,,,,,,,,,
dialogue_u8mSeGS,Фарм Форман,,,,,,,,,,,,,,,,
dialogue_jqiWmai,<color=#00e1ff>Дикие зерна</color>,,,,,,,,,,,,,,,,
dialogue_qaG4C04,Просто оглядываюсь.,,,,,,,,,,,,,,,,
dialogue_mCqC44u,"Ну, развлекайтесь. n\n Дай мне знать, если передумаешь.",,,,,,,,,,,,,,,,
dialogue_SG0OGeO,"Конечно. n\n Дай мне знать, когда передумаешь.",,,,,,,,,,,,,,,,
dialogue_OCa0umK,Архив Close Quest,,,,,,,,,,,,,,,,
dialogue_O0qGiSo,Умеренная Луна: ФАРМС,,,,,,,,,,,,,,,,
dialogue_q8CtuSa,Умеренная Луна: ПЛАТАЦИИ,,,,,,,,,,,,,,,,
dialogue_iCiQuCa,"@q0 @d0 <color=#ffffff>Добро пожаловать в </color><color=#44ff00>Talon</color><color=#ffffff> Архив квестов!</color>\n В архиве перечислены все квесты ACTIVE, которые вы в настоящее время выбрали из фракции Talon. n Пожалуйста, сделайте выбор из следующих вариантов! Примечание: поиски повторяются только до тех пор, пока целевые структуры не будут разрушены / разграблены или NPC / воссозданы. <color=#ffae00>[Квесты все еще находятся в стадии разработки по состоянию на EXP v1.8]</color></i><color=#ffae00></color>",,,,,,,,,,,,,,,,
dialogue_qe04O4i,Закрыть,,,,,,,,,,,,,,,,
dialogue_aG48leS,<i>(уйти)</i>,,,,,,,,,,,,,,,,
dialogue_4K8G8Kq,Подберите <color=#ffffff>ammunition</color> для плантаций,,,,,,,,,,,,,,,,
dialogue_kCqO4Wq,"За последние несколько дней наш врач доставил сюда несколько. Они работают лучше, чем вещи из шарлатанов внешнего мира. Я оставил их внутри на одной из полок <color=#ffffff> или в <color=#ffffff>dresser</color>. Возьмите все это с собой. У других ферм может быть больше.",,,,,,,,,,,,,,,,
dialogue_8imGCQi,"Ах да. Мне было интересно, потому что никто не пришел их забрать. Я думал, проблема с насильниками решена. Я не уверен, что боеприпасы все еще там. Проверьте <color=#ffffff> деревянный ящик</color>. Вот куда я положил боеприпасы, но это было довольно давно. Если кто-то уже взял их, лучше всего посетить одну из других ферм.",,,,,,,,,,,,,,,,
dialogue_WuGCuSG,Выберите <color=#ffffff>собранные </color>кропы,,,,,,,,,,,,,,,,
dialogue_GWG44G0,Подберите готовый <color=#ffffff>seed</color>,,,,,,,,,,,,,,,,
dialogue_4S4iKE8,"На данный момент, к сожалению, все пошло наперекосяк, и сейчас есть всевозможные проблемы. Работник, отвечающий за доставку, также находится на дороге в другом месте. Поэтому я не могу сейчас сказать, доставили мы уже или нет. n\n Если нет ничего в мешках <color=#ffffff> Я уверен, что другие плантации будут счастливы, если вы принесете их урожай на фермы.",,,,,,,,,,,,,,,,
dialogue_Cq4WCK0,"О да, это было бы очень важно, чтобы семена пошли на фермы, иначе следующий сезон будет отменен. У нас есть все, что подготовлено и собрано в ведрах <color=#ffffff> </color>. n\n Уверен, другие плантации тоже оценят вашу помощь!",,,,,,,,,,,,,,,,
dialogue_jU0mu08,"Серьезно? Вы уже заглянули в технологические руины? Если вы там ничего не найдете... ну... кора дерева имеет танин, а моча — отличное удобрение с медленным высвобождением! Посмотрите на плантацию... Я почти уверен, что вы можете найти что-то полезное на краю поля. Ха-ха-ха. Кроме того, не забудьте проверить другие плантации. Хаха..",,,,,,,,,,,,,,,,
dialogue_e0mWueK,Экспериментальные фермы,,,,,,,,,,,,,,,,
dialogue_qeSWiuK,"@d0 @q0 Пока мы здесь исследуем артефакты, некоторые из академии начали создавать экспериментальные фермы. Может, хорошая идея. В зависимости от того, как долго мы здесь останемся, было бы неплохо иметь что-нибудь поесть, кроме пачек, которые доставляются. Кирр уже шутит о том, что он становится «поваром-поселенцем». Я поставлю координаты его фермы для следующей гастрономической экскурсии в базу данных. Таш",,,,,,,,,,,,,,,,
dialogue_AGqmQKD,"@d0 @q0 Пожалуйста, сделайте выбор. Примечание: Это база данных, администрируемая пользователем. Никаких гарантий полноты или правильности записей!",,,,,,,,,,,,,,,,
dialogue_88GSm4a,"@d0 @q0Внимание! Вы получаете доступ к частным данным. Если вы не Tash Aki Talen, пожалуйста, немедленно свяжитесь с администратором сети. Ваша учетная запись может быть скомпрометирована!\n< error >\n< Database incomplete >\n< error>",,,,,,,,,,,,,,,,
dialogue_qWWiSme,Животные,,,,,,,,,,,,,,,,
dialogue_COeWOa0,Растения,,,,,,,,,,,,,,,,
dialogue_i08gSu4,Вернуться в <color=#ffffff>Предыдущее</color> меню,,,,,,,,,,,,,,,,
dialogue_YCqKKqu,Вернуться в <color=#ffffff>Предыдущее</color> меню,,,,,,,,,,,,,,,,
dialogue_ee0aOKi,<color=#fbff00>Чужие жуки</color>,,,,,,,,,,,,,,,,
dialogue_40S4WG8,<color=#fbff00>Панголины</color>,,,,,,,,,,,,,,,,
dialogue_KiGGY4C,<color=#44ff00>Lizardmules</color>,,,,,,,,,,,,,,,,
dialogue_auOWWaO,<color=#44ff00>Паразавры</color>,,,,,,,,,,,,,,,,
dialogue_K4GSOGW,<color=#ff8800>Telluropods</color>,,,,,,,,,,,,,,,,
dialogue_eeEm4W8,<color=#ff8800>Рапторы</color>,,,,,,,,,,,,,,,,
dialogue_SimKemG,"@d0 Нейтральное насекомое, но будет насмехаться, когда в непосредственной близости от выжившего. n- Они склонны путешествовать группами. n- Он очень хорошо защищает свой источник пищи. Может быть спровоцирован, если выживший не отступает от рассматриваемого источника. n- Медленно двигайтесь, пока не атакуете. После того, как его спровоцируют, он бежит к своей цели. n- Находится практически во всех биомах. n- Нельзя одомашнивать.",,,,,,,,,,,,,,,,
dialogue_CKamq0W,"@d0 @q0- Friendly herbivore\n- Бежит, когда нападает, передвигается в стадах. n- Живут практически в любой среде, например, Саванна и Холодные Равнины, фермеры пытаются одомашнить их.",,,,,,,,,,,,,,,,
dialogue_iGSWuum,"@d0 @q0- Neutral Scavenger Не будет атаковать, если не будет спровоцировано. n- Как правило, бродит в одиноком движении. n- Большие зубы, гигантские когти и шипованный хвост создают устрашающий вид, но обычно послушны, если их не спровоцировать. n- Часто встречается вблизи лесов, лугов и пылевых чаш.",,,,,,,,,,,,,,,,
dialogue_uCaKSKu,"@d0 @q0- Friendly herbivore\n- Бегство при нападении. n- Живет в небольших и больших группах очень жесткое животное, которое можно увидеть в различных средах, за исключением очень горячих областей. Часто встречается в лугах, равнинах и низких горных районах",,,,,,,,,,,,,,,,
dialogue_e8q5aC4,"@d0 @q0- Агрессивный охотник Живет в основном на побережьях, берегах и озерах. Может жить в воде и вне ее. В основном встречается на умеренных планетах в болотистых и болотных районах, но может быть найден во многих средах, если не слишком холодно или слишком жарко, если поблизости есть открытая акватория.",,,,,,,,,,,,,,,,
dialogue_uS4Gquw,"@d0 @q0 - Опасный охотник Днем они переезжают в семьи (мать и молодые хищники) — ночью на охоту отправляются одинокие взрослые. n- Часто встречается в саванне и пылевых чашах, но также в холодных равнинах и тундре.",,,,,,,,,,,,,,,,
dialogue_m4qe9Gq,<color=#fbff00>Location Tracker</color> (Акуа),,,,,,,,,,,,,,,,
dialogue_uS4i804,"Посмотрим, спасибо!",,,,,,,,,,,,,,,,
dialogue_GaWOiqa,<color=#44ff00>Поговорим с капитаном!</color>,,,,,,,,,,,,,,,,
dialogue_4mmmWHW,Название <color=#ffffff> Tash Aki Talen </color> что-то значит для вас?,,,,,,,,,,,,,,,,
dialogue_G8W0UW0,"@q0 Не совсем. Хотя. Есть несколько историй из времени до славной империи Цираксов — почти полтора тысячелетия назад. Название появляется время от времени в связи с артефактами и войной молчания. Она, наверное, сыграла в нем важную роль, но что именно не передано. В любом случае, этого Таша здесь больше нет... если бы она была, я был бы очень удивлен. Ха. Более подробная информация должна быть доступна для вас от старейшин на <color=#ffffff>OMICRON</color>, наша оригинальная <color=#ffffff>прекрасно засушливая домашняя планета в этой системе.</color>",,,,,,,,,,,,,,,,
dialogue_G0m2OKi,Запрос: Проверьте текущее время +GZE +TZA +2473,,,,,,,,,,,,,,,,
dialogue_uSoK0aW,"@q0<color=#00e1ff>G</color>alactic <color=#00e1ff>I</color>nformation <color=#00e1ff>N</color>etwork @w1 \n. TZA .. 4104.153 .. @w1\n. GZE .. 1368.153 .. @w2\n.. Получена информация о временных метках с удаленного мобильного устройства ..2473 @w1\n.. Обнаружена аномалия. Не могу продолжать. @w1\n<color=#ffffff>.. Используйте консоль, подключенную к сети, чтобы продолжить!",,,,,,,,,,,,,,,,
dialogue_eq244mm,Вернуться в Главное меню,,,,,,,,,,,,,,,,
dialogue_0iSu4Su,Были ли какие-либо недавние посетители с этим логотипом на их костюмах или судах?,,,,,,,,,,,,,,,,
dialogue_aeK4ie8,"@q0 Хмм... давайте посмотрим. @w2 Нет, я никогда не видел его здесь раньше. За последние несколько месяцев здесь никого не было. Если вы хотите найти этих людей, вы должны посмотреть на наш оригинальный домашний мир <color=#ffffff>Omicron</color>. Удобно расположен здесь <color=#ffffff> в этой солнечной системе</color>. Если вы прибыли на корабле, вы, конечно, прошли мимо. Спроси у старейшин или у неземных. Может быть, они могут помочь вам!",,,,,,,,,,,,,,,,
dialogue_uGiu4qW,<color=#00ffff>MILESTONE REACHED!</color>,,,,,,,,,,,,,,,,
dialogue_W54maki,"@q0 @d0 Когда солнце садится сегодня, вы, конечно, можете провести ночь в своей палатке для выживания, но, возможно, было бы лучше построить свой первый приют рано и оснастить его основными вещами! \n\n<color=#00ffff>Хотите ли вы начать обучение?</color>\n\n<i> Примечание: Если вы не хотите делать учебник СЕЙЧАС, вы можете вручную активировать его ПОСЛЕ в КПК!",,,,,,,,,,,,,,,,
dialogue_8MGCO0a,<color=#00ffff>Править База (BP) - Блоки и устройства</color>,,,,,,,,,,,,,,,,
dialogue_iOuC4Oa,"@q0 @d0 Чтобы оснастить вашу базу предметами первой необходимости, вам нужен <color=#fbff00>Core</color> и источник питания. Либо <color=#fbff00>Capacitor (Solar)</color> plus <color=#fbff00>Solar Panels</color> либо обычно <color=#ffae00>Small Generator</color> plus <color=#ffae00> Топливный бак </color>. Для защиты вашего укрытия вам также понадобятся <color=#fbff00>Automatic Door</color> и <color=#fbff00>Windows L</color> (8x). <color=#fbff00>Лестницы </color> тоже не будут плохими! Кроме того, создайте строительный блок </color> (углерод или дерево), чтобы починить крышу укрытия! Используйте <color=#ffffff>Portable Constructor</color> для создания всего. Требуемые шаблоны <color=#fbff00>marked</color> в обзоре ниже. @w2 <color=#ffffff> После создания устройств оборудуйте их на панели инструментов, чтобы продолжить обучение!</color>",,,,,,,,,,,,,,,,
dialogue_C40cWW4,Как найти необходимые материалы?,,,,,,,,,,,,,,,,
dialogue_a4iSuWx,"@q0 @d0 Для производства в первую очередь нужны <color=#ffffff>углеродная подложка</color>, <color=#ffffff>железо</color>, <color=#ffffff>медь</color> и <color=#ffffff>кремний</color>. Все материалы можно найти в различных биомах в виде комков руды. @w2\n Если вы хотите более высокую урожайность, используйте свой <color=#ffffff> карманный детектор </color> и <color=#ffffff>scan для подземных месторождений руды</color>. Протокол Робинсона даст вам дополнительные инструкции, когда вы обнаружите такой депозит. @w2\n Если вы ничего не можете найти, поищите старые шахты или лагеря. Кто-то мог оставить заметки, где найти ресурсы!",,,,,,,,,,,,,,,,
dialogue_aqGGqa0,@d0 ShelterCorePlaced: {ShelterCorePlaced}\nShelterCapacitorPlaced: {ShelterSolarPanelPlaced}\nShelterGeneratorPlaced: {ShelterFuelTankPlaced} | ShelterFuelTankPlaced: {ShelterDoorPlaced}\nShelterWindowsPlaced: {ShelterWindowsPlaced}\nShelterStairsPlaced: {ShelterStairsPlaced}\nShelterBlocksPlaced: {ShelterBlocksPlaced},,,,,,,,,,,,,,,,
dialogue_WqIau2W,Хорошо.,,,,,,,,,,,,,,,,
dialogue_48mKamG,сброс,,,,,,,,,,,,,,,,
dialogue_SuuKeSG,"@q0 @d0 Очень хорошо. С ядром, генератором и топливным баком вы можете ввести свою базу в эксплуатацию. Конечно, сначала нужно будет заполнить бак. В простейшем случае создайте <color=#ffffff>BioFuel</color> с помощью <color=#ffffff> Портативный конструктор.</color Если у вас есть это в инвентаре, откройте панель управления (<color=#00ff11>P</color>) и используйте кнопку <color=#00ff11>MANAGE</color> под дисплеем топливного бака. В следующем окне перетащите топливо в бак. Если база не активируется автоматически, нажмите <color=#00ff11>Y</color> или перетащите ползунок <color=#00ff11>POWER</color> в панели управления на ON. @p9 @q0 @d0 Если вы еще не завершили ремонт других компонентов (окна, двери, лестницы и крыши), вы можете приступить к этому. n\n Если вы хотите активировать вторую часть Руководства, выберите соответствующий ответ ниже, чтобы прочитать инструкции!",,,,,,,,,,,,,,,,
dialogue_8K4aGue,"@q0 Очень хорошо. С ядром, конденсатором (солнечным) и, по крайней мере, одной солнечной панелью вы можете запустить свою базу. Имейте в виду, что конденсатор должен заряжаться первым. В зависимости от положения ваших солнечных панелей, это может занять некоторое время, пока не появится первая энергия. На главной странице и вкладке STATISTICS панели управления (<color=#44ff00>P</color>) можно увидеть текущие темпы производства и потребления. Лучше всего планировать установку большего количества солнечных панелей, потому что потребление энергии быстро увеличится. \n* Эффективность: Желтые светодиоды = ток, под влиянием погоды/день/ночь; Зеленый = среднесуточный, под влиянием размещения @p9 Если вы еще не завершили ремонт других компонентов (окна, двери, лестницы и крыши), вы можете приступить к этому. n\n Если вы хотите активировать вторую часть Руководства, выберите соответствующий ответ ниже, чтобы прочитать инструкции!",,,,,,,,,,,,,,,,
dialogue_iuSOi4w,<color=#ffffff> Поехали!</color>,,,,,,,,,,,,,,,,
dialogue_Qwu44jC,<color=#44ff00>Начать Часть II учебника</color>,,,,,,,,,,,,,,,,
dialogue_W8Sqa8S,<color=#ffae00> Я хочу продолжать жить самостоятельно.</color>,,,,,,,,,,,,,,,,
dialogue_GKOmqOG,@q0 @d0 скоро будет..,,,,,,,,,,,,,,,,
dialogue_iSmmaii,Руководящий учебник: База (BP) - Основы,,,,,,,,,,,,,,,,
dialogue_eWCq04i,..,,,,,,,,,,,,,,,,
dialogue_SmCS8q0,Закрыть,,,,,,,,,,,,,,,,
dialogue_KCCO4uC,"@d0 @q0 Инструмент выживания имеет три рабочих режима, которые вы можете установить с помощью мыши </color>: <color=#ffffff>Defense</color>, <color=#ffffff>Resource </color> и <color=#ffffff>Salvage</color>. n\n Режим <u>Ресурс </u> особенно важен! Используйте его, чтобы собрать <color=#ffffff>wood</color> из деревьев и <color=#ffffff>carbon</color> из ресурсных пород <u>раньше на </u>, чтобы <color=#ffffff> как можно скорее построить свое первое убежище</color>! Вы также можете использовать его для уничтожения растений, камней и других препятствий, которые мешают вам что-то поднять. n\n Хотите посмотреть более подробное видео об инструменте выживания и его рабочих режимах?",,,,,,,,,,,,,,,,
dialogue_i8iK084,<color=#00ffff>Выживающий инструмент</color>,,,,,,,,,,,,,,,,
dialogue_8aOeaC0,"<color=#44ff00>Да, пожалуйста.</color>",,,,,,,,,,,,,,,,
dialogue_OqOAmqW,"<color=#ffae00>Возможно, позже.</color>",,,,,,,,,,,,,,,,
dialogue_mK0GWKq,"@d0 @q0 Инструмент выживания имеет три рабочих режима, которые вы можете установить с помощью мыши </color>: <color=#ffffff>Defense</color>, <color=#ffffff>Resource </color> и <color=#ffffff>Salvage</color>. n\n Режим <u>Ресурс </u> особенно важен! Используйте его, чтобы собрать <color=#ffffff>wood</color> из деревьев и <color=#ffffff>carbon</color> из ресурсных пород <u>раньше на </u>, чтобы <color=#ffffff> как можно скорее построить свое первое убежище</color>! Вы также можете использовать его для уничтожения растений, камней и других препятствий, которые мешают вам что-то поднять.",,,,,,,,,,,,,,,,
dialogue_8SI0cEu,Близко.,,,,,,,,,,,,,,,,
dialogue_SkeQeqY,"@q0 @d0 Вы можете найти все <color=#ffffff>(видео) руководства</color>, представленные на вкладке <color=#ffffff>Tutorial</color> (<color=#44ff00>F1</color>) в разделе (Видео) Руководства! Для получения более подробной информации об игровой механике, игровом контенте, ресурсах, возможных действиях и многом другом, ознакомьтесь с записями знаний в разделе «<color=#ffffff» Empyriopedia</color> вкладка PDA (<color=#44ff00>F1</color>) и не забудьте использовать '<color=#00ffff> Отправьте в свою игровую обратную связь </color> Игровая форма!\n\n Протокол <color=#ffffff>Robinson отслеживает ваши действия в первый раз. <color=#00ffff> Обратите внимание на сообщения, которые появляются!</color> Они содержат важную информацию!",,,,,,,,,,,,,,,,
dialogue_G4Svae0,<color=#00ffff>Что делать дальше!</color>,,,,,,,,,,,,,,,,
dialogue_OCiOm4a,<color=#00ffff>Править Оригинальное название: Base (BP) </color>,,,,,,,,,,,,,,,,
dialogue_8K0Ciqm,"@q0 @d0 Чтобы построить свою первую базу, мы рекомендуем использовать <color=#ffffff>wood</color> или <color=#ffffff>carbon substrate</color>. Вы также можете использовать измельченные камни или железо. С помощью одного из этих материалов мы создаем конструкционную раму с заводом Blueprint (<цвет = #44ff00>F2</цвет>). Как это работает описано в следующем окне. n\n Пожалуйста, нажмите на <color=#ffffff>CONTINUE</color>, если вы хотите начать сейчас. Нажмите на MAYBE LATER, если вы передумали. В этом случае вы всегда можете начать обучение снова в «Tutorial Tab» PDA (<color=#44ff00>F1</color>)!",,,,,,,,,,,,,,,,
dialogue_GSO00GC,Близко.,,,,,,,,,,,,,,,,
dialogue_YGAa38G,<b><color=#00ffff>Где посмотреть?</color></b>,,,,,,,,,,,,,,,,
dialogue_7SSumOq,Активировать '<color=#ffffff> Выберите и прочитайте контрольный список </color>,,,,,,,,,,,,,,,,
dialogue_v00uOWW,Орес,,,,,,,,,,,,,,,,
dialogue_mCuMCqu,"@d0 @q0 Эта луна имеет хорошее количество углерода, железа, меди и кремния. Материалы можно найти как в виде <color=#ffffff>ore пород на поверхности</color>, так и в виде <color=#ffffff> подземных рудных месторождений</color>. Для поиска последнего требуется использование ручного детектора. Там, где есть рудные породы, иногда есть подземное месторождение в том же биоме </color>! См. страницу 2 для обзора наиболее распространенных рудных пород. @p9 @d0 @q0 <color=#ffffff> Углеродные</color> рудные породы встречаются на равнинах, лугах, саваннах и нижних холмах.\n<color=#ffffff>Железные</color> рудные породы встречаются от низких холмов до высоких гор. \n<color=#ffffff> Медная руда встречается везде, где есть (некоторые) деревья или лес. \n<color=#ffffff>Silicon</color> рудная порода встречается на берегах и под или около воды.\nПримечание: В более опасных районах, будь то условия окружающей среды или существа, редко встречаются и другие <color=#ffffff> более ценные материалы</color>...",,,,,,,,,,,,,,,,
dialogue_j8SmKSm,"@q0 Для производства в первую очередь нужны <color=#ffffff>углеродная подложка</color>, <color=#ffffff>железо</color>, <color=#ffffff>медь</color> и <color=#ffffff>кремний</color>. Все материалы можно найти в различных биомах в виде комков руды. Может быть, один или другой ученый уже оставил заметки где-то, где их найти? @w2\n\n Если вы хотите более высокую урожайность, используйте свой <color=#ffffff> карманный детектор</color> и <color=#ffffff>scan для подземных месторождений руды</color>. Протокол Робинсона даст вам дополнительные инструкции, когда вы обнаружите такой депозит.",,,,,,,,,,,,,,,,
dialogue_WO448Gi,Понятно,,,,,,,,,,,,,,,,
dialogue_WOY0qSq,"@d0 @q0<color=#00ffff> Владение = Контроль!</color> Когда ядро разрушено, все устройства, защита, двери и т.д. Вы перестанете работать, пока не возьмете под контроль базу, разместив собственное ядро. После того, как вы владеете базой, вы сможете получить доступ и управлять всеми функциями базы через панель управления (P). Даже башенки и другие средства защиты будут работать в вашу пользу! \n\n@p9 @d0 @q0<цвет =#00ffff>Собственность = Более эффективное мародерство!</color>\n\n Если вы находитесь в настроении для разграбления, вы можете использовать функцию логистики (F4), чтобы быстрее и проще опорожнять контейнеры.\n\n@p9 @d0 @q0<color =#00ffff> Собственность = Более эффективное здание </color>\n\n Если вы владеете базой и у вас уже есть инструмент <color=#ffffff>Multi Tool</color>, разблокированный в Tech Tree (<color=#44ff00>F3</color>), вы можете <color=#ffffff> вернуть полные блоки и устройства </color> с настройкой RETRIEVE BLOCKS! Если вы найдете редкое устройство или башню, этот подход - единственный способ использовать его для себя.",,,,,,,,,,,,,,,,
dialogue_8S8S0mS,"@d0 @q0 Есть ядро!\n\n Если бы вы рассмотрели <color=#ffffff>, захватив базу</color>, вы бы хотели, чтобы я <color=#ffffff> руководил вами в процедуре поглощения</color>?",,,,,,,,,,,,,,,,
dialogue_KVCe0qS,Интегрированный помощник данных (IDA),,,,,,,,,,,,,,,,
dialogue_e04J0u0,"<color=#44ff00>Да, пожалуйста, проведите меня через процесс!</color>",,,,,,,,,,,,,,,,
dialogue_iaWKKG6,"<color=#ff8800>Спасибо. Я уже знаю, как захватить базу.",,,,,,,,,,,,,,,,
dialogue_KGuGSue,Зачем мне это делать? Каковы преимущества?,,,,,,,,,,,,,,,,
dialogue_OOaupmI,Звучит интересно!,,,,,,,,,,,,,,,,
dialogue_quOeq0G,Начальник поселения,,,,,,,,,,,,,,,,
